,season,match_id,inning,batting_team,batsman,batsman_runs,balls_faced,Strike-Rate,More-Than-30,More-Than-50,More-Than-100,4s,6s,dismissal_kind,fielder
241,2008,17,1,Delhi Daredevils,G Gambhir,86,54.0,159.26,1,1,0,11.0,1.0,caught,P Kumar
242,2008,17,1,Delhi Daredevils,KD Karthik,2,4.0,50.0,0,0,0,0.0,0.0,bowled,0
243,2008,17,1,Delhi Daredevils,MK Tiwary,11,9.0,122.22,0,0,0,1.0,0.0,0,0
244,2008,17,1,Delhi Daredevils,R Bhatia,8,5.0,160.0,0,0,0,1.0,0.0,0,0
245,2008,17,1,Delhi Daredevils,S Dhawan,50,33.0,151.52,1,1,0,4.0,3.0,caught,R Dravid
246,2008,17,1,Delhi Daredevils,Shoaib Malik,6,4.0,150.0,0,0,0,1.0,0.0,bowled,0
247,2008,17,1,Delhi Daredevils,V Sehwag,24,12.0,200.0,0,0,0,3.0,1.0,run out,LRPL Taylor
248,2008,17,2,Royal Challengers Bangalore,JH Kallis,54,44.0,122.73,1,1,0,6.0,1.0,bowled,0
249,2008,17,2,Royal Challengers Bangalore,LRPL Taylor,29,15.0,193.33,0,0,0,3.0,2.0,caught,S Dhawan
250,2008,17,2,Royal Challengers Bangalore,MV Boucher,31,17.0,182.35,1,0,0,2.0,2.0,0,0
251,2008,17,2,Royal Challengers Bangalore,P Kumar,6,5.0,120.0,0,0,0,1.0,0.0,caught,S Dhawan
252,2008,17,2,Royal Challengers Bangalore,R Dravid,38,30.0,126.67,1,0,0,4.0,1.0,caught,V Sehwag
253,2008,17,2,Royal Challengers Bangalore,V Kohli,1,1.0,100.0,0,0,0,0.0,0.0,0,0
254,2008,17,2,Royal Challengers Bangalore,W Jaffer,10,9.0,111.11,0,0,0,0.0,1.0,caught,VY Mahesh
255,2008,18,1,Deccan Chargers,AC Gilchrist,6,6.0,100.0,0,0,0,0.0,0.0,bowled,0
256,2008,18,1,Deccan Chargers,D Kalyankrishna,3,8.0,37.5,0,0,0,0.0,0.0,caught,SE Marsh
257,2008,18,1,Deccan Chargers,DNT Zoysa,1,2.0,50.0,0,0,0,0.0,0.0,bowled,0
258,2008,18,1,Deccan Chargers,HH Gibbs,7,9.0,77.78,0,0,0,0.0,0.0,caught,K Goel
259,2008,18,1,Deccan Chargers,RG Sharma,76,42.0,180.95,1,1,0,10.0,2.0,0,0
260,2008,18,1,Deccan Chargers,RP Singh,2,2.0,100.0,0,0,0,0.0,0.0,0,0
261,2008,18,1,Deccan Chargers,SB Bangar,3,8.0,37.5,0,0,0,0.0,0.0,caught,S Sreesanth
262,2008,18,1,Deccan Chargers,Shahid Afridi,13,7.0,185.71,0,0,0,1.0,1.0,caught,Yuvraj Singh
263,2008,18,1,Deccan Chargers,VVS Laxman,48,34.0,141.18,1,0,0,8.0,0.0,caught,Yuvraj Singh
264,2008,18,1,Deccan Chargers,Y Venugopal Rao,1,2.0,50.0,0,0,0,0.0,0.0,run out,Yuvraj Singh
265,2008,18,2,Kings XI Punjab,DPMD Jayawardene,45,23.0,195.65,1,0,0,6.0,1.0,0,0
266,2008,18,2,Kings XI Punjab,KC Sangakkara,3,4.0,75.0,0,0,0,0.0,0.0,caught,RG Sharma
267,2008,18,2,Kings XI Punjab,RR Sarwan,15,15.0,100.0,0,0,0,2.0,0.0,run out,SB Bangar
268,2008,18,2,Kings XI Punjab,SE Marsh,84,62.0,135.48,1,1,0,11.0,1.0,0,0
269,2008,18,2,Kings XI Punjab,Yuvraj Singh,14,9.0,155.56,0,0,0,2.0,0.0,caught and bowled,0
270,2008,19,1,Rajasthan Royals,GC Smith,2,7.0,28.57,0,0,0,0.0,0.0,bowled,0
271,2008,19,1,Rajasthan Royals,M Kaif,21,18.0,116.67,0,0,0,3.0,1.0,caught and bowled,0
272,2008,19,1,Rajasthan Royals,M Rawat,1,1.0,100.0,0,0,0,0.0,0.0,0,0
273,2008,19,1,Rajasthan Royals,RA Jadeja,33,19.0,173.68,1,0,0,3.0,1.0,bowled,0
274,2008,19,1,Rajasthan Royals,SA Asnodkar,60,34.0,176.47,1,1,0,10.0,1.0,caught,DJ Hussey
275,2008,19,1,Rajasthan Royals,SK Warne,7,8.0,87.5,0,0,0,0.0,0.0,run out,Umar Gul
276,2008,19,1,Rajasthan Royals,SR Watson,0,1.0,0.0,0,0,0,0.0,0.0,lbw,0
277,2008,19,1,Rajasthan Royals,Sohail Tanvir,3,3.0,100.0,0,0,0,0.0,0.0,0,0
278,2008,19,1,Rajasthan Royals,YK Pathan,55,33.0,166.67,1,1,0,6.0,2.0,bowled,0
279,2008,19,2,Kolkata Knight Riders,AB Agarkar,20,13.0,153.85,0,0,0,1.0,2.0,caught,M Rawat
280,2008,19,2,Kolkata Knight Riders,AB Dinda,1,3.0,33.33,0,0,0,0.0,0.0,caught,T Kohli (sub)
281,2008,19,2,Kolkata Knight Riders,BJ Hodge,1,3.0,33.33,0,0,0,0.0,0.0,run out,SK Trivedi
282,2008,19,2,Kolkata Knight Riders,DB Das,11,13.0,84.62,0,0,0,1.0,0.0,caught,SR Watson
283,2008,19,2,Kolkata Knight Riders,DJ Hussey,42,30.0,140.0,1,0,0,1.0,2.0,bowled,0
284,2008,19,2,Kolkata Knight Riders,I Sharma,1,1.0,100.0,0,0,0,0.0,0.0,0,0
285,2008,19,2,Kolkata Knight Riders,LR Shukla,2,2.0,100.0,0,0,0,0.0,0.0,run out,RA Jadeja
286,2008,19,2,Kolkata Knight Riders,SC Ganguly,51,39.0,130.77,1,1,0,4.0,2.0,caught,M Kaif
287,2008,19,2,Kolkata Knight Riders,Salman Butt,7,7.0,100.0,0,0,0,1.0,0.0,bowled,0
288,2008,19,2,Kolkata Knight Riders,Umar Gul,2,2.0,100.0,0,0,0,0.0,0.0,run out,RA Jadeja
289,2008,19,2,Kolkata Knight Riders,WP Saha,1,2.0,50.0,0,0,0,0.0,0.0,bowled,0
290,2008,20,1,Chennai Super Kings,JA Morkel,28,16.0,175.0,0,0,0,3.0,2.0,caught,V Sehwag
291,2008,20,1,Chennai Super Kings,MS Dhoni,32,27.0,118.52,1,0,0,2.0,1.0,caught,Shoaib Malik
292,2008,20,1,Chennai Super Kings,PA Patel,21,20.0,105.0,0,0,0,3.0,0.0,caught,VY Mahesh
293,2008,20,1,Chennai Super Kings,S Badrinath,11,5.0,220.0,0,0,0,0.0,1.0,0,0
294,2008,20,1,Chennai Super Kings,S Vidyut,54,37.0,145.95,1,1,0,7.0,1.0,caught,VY Mahesh
